text,label
on a Tuesday night r u 4 real,ham
Go chase after her and run her over while she's crossing the street,ham
"G says you never answer your texts, confirm/deny",ham
Still work going on:)it is very small house.,ham
Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,ham
Lol great now im getting hungry.,ham
"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?",ham
It is only yesterday true true.,ham
Ya very nice. . .be ready on thursday,ham
"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",ham
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,ham
Can u look 4 me in da lib i got stuff havent finish yet.,ham
Ok...,ham
"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",spam
No rushing. I'm not working. I'm in school so if we rush we go hungry.,ham
I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,ham
Where @,ham
Gd luck 4 ur exams :-),ham
Not from this campus. Are you in the library?,ham
"No I'm good for the movie, is it ok if I leave in an hourish?",ham
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,spam
Rofl. Its true to its name,ham
"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",ham
I knew it... U slept v late yest? Wake up so late...,ham
Dear :-/ why you mood off. I cant drive so i brother to drive,ham
Are you at work right now ?,ham
Hmmm.still we dont have opener?,ham
Lol yeah at this point I guess not,ham
"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",ham
It only does simple arithmetic not percentages.,ham
Yesterday its with me only . Now am going home.,ham
If india win or level series means this is record:),ham
Dunno dat's wat he told me. Ok lor...,ham
"I'm in a meeting, call me later at",ham
Yes I know the cheesy songs from frosty the snowman :),ham
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,spam
No calls..messages..missed calls,ham
Be happy there. I will come after noon,ham
No. Yes please. Been swimming?,ham
Lol or I could just starve and lose a pound by the end of the day.,ham
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",ham
Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,ham
"yeah, that's what I was thinking",ham
Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,ham
Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,spam
I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,ham
"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",ham
U wan 2 haf lunch i'm in da canteen now.,ham
I'm at home. Please call,ham
We stopped to get ice cream and will go back after,ham
My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,ham
Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!,ham
One small prestige problem now.,ham
"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",ham
I'm freezing and craving ice. Fml,ham
Whatsup there. Dont u want to sleep,ham
"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870.",spam
Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,ham
"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",ham
"Aight, I'll text you when I'm back",ham
"Yup, leaving right now, be back soon",ham
"Merry Christmas to you too babe, i love ya *kisses*",ham
"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",ham
Great escape. I fancy the bridge but needs her lager. See you tomo,ham
FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for £3/wk,spam
Yes.i'm in office da:),ham
I'm done. C ü there.,ham
Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,ham
Me fine..absolutly fine,ham
Talk to g and x about that,ham
K..k:)where are you?how did you performed?,ham
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,spam
"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",ham
Idea will soon get converted to live:),ham
The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.,ham
Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,ham
But i'm really really broke oh. No amount is too small even  &lt;#&gt;,ham
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,spam
I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.,ham
Just getting back home,ham
We confirm eating at esplanade?,ham
K k:) sms chat with me.,ham
"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",ham
Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow,spam
No need to ke qi... Ü too bored izzit y suddenly thk of this...,ham
What class of  &lt;#&gt;  reunion?,ham
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",spam
"Happy or sad , one thing about past is- ""Its no more"" GOOD MORNING :-):-).",ham
Yup no more already... Thanx 4 printing n handing it up.,ham
Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke,ham
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",ham
"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",spam
"Tee hee. Off to lecture, cheery bye bye.",ham
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam
FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,spam
Okie,ham
Remind me how to get there and I shall do so,ham
For my family happiness..,ham
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",ham
"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",spam
I am going to sao mu today. Will be done only at 12,ham
I think asking for a gym is the excuse for lazy people. I jog.,ham
What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,ham
Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,ham
I will reach ur home in  &lt;#&gt;  minutes,ham
You've always been the brainy one.,ham
Sorry i missed your call. Can you please call back.,ham
"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",spam
"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",spam
Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,spam
"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",ham
I'm in class. Will holla later,ham
U having lunch alone? I now so bored...,ham
"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear..",ham
"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",ham
K. I will sent it again,ham
As if i wasn't having enough trouble sleeping.,ham
But i haf enuff space got like 4 mb...,ham
"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",ham
I dont understand your message.,ham
I am not at all happy with what you saying or doing,ham
"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",ham
Just send a text. We'll skype later.,ham
Mm umma ask vava also to come tell him can play later together,ham
"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321.",spam
Yup i'm free...,ham
No problem. Talk to you later,ham
"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120",spam
i am going to bed now prin,ham
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,spam
Or ü go buy wif him then i meet ü later can?,ham
Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP,spam
"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.",ham
Maybe i could get book out tomo then return it immediately ..? Or something.,ham
We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,ham
K I'll be sure to get up before noon and see what's what,ham
I love to wine and dine my lady!,ham
"Well, I meant as opposed to my drunken night of before",ham
"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)",spam
Am also doing in cbe only. But have to pay.,ham
S...i will take mokka players only:),ham
Msg me when rajini comes.,ham
YO YO YO BYATCH WHASSUP?,ham
So lets make it saturday or monday as per convenience.,ham
K come to nordstrom when you're done,ham
Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,ham
Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,ham
Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,ham
"Sir, waiting for your letter.",ham
Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,ham
I'm at home n ready...,ham
"Yo, you at jp and hungry like a mofo?",ham
"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",ham
"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX",ham
Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,ham
Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,ham
"Its ok, called mom instead have fun",ham
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",ham
Thanks for this hope you had a good day today,ham
I cant pick the phone right now. Pls send a message,ham
Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,ham
Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,ham
I know you are serving. I mean what are you doing now.,ham
Want to send me a virtual hug?... I need one,ham
I HAVE A DATE ON SUNDAY WITH WILL!!,ham
"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",ham
Yup ü not comin :-(,ham
"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",ham
Kothi print out marandratha.,ham
Its just the effect of irritation. Just ignore it,ham
I asked you to call him now ok,ham
"Whatever, juliana. Do whatever you want.",ham
"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",ham
No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,ham
Then ur physics get a-?,ham
Okie,ham
Did u see what I posted on your Facebook?,ham
"Sorry sir, i will call you tomorrow.  senthil.hsbc",ham
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,spam
Wat time u finish ur lect today?,ham
I am late. I will be there at,ham
"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""",ham
And whenever you and i see we can still hook up too.,ham
That's my honeymoon outfit. :),ham
Thought praps you meant another one. Goodo! I'll look tomorrow,ham
Dont pick up d call when something important is There to tell. Hrishi,ham
"Fuuuuck I need to stop sleepin, sup",ham
Well thats nice. Too bad i cant eat it,ham
"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x",ham
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",ham
"HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X",ham
"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",ham
I think i've fixed it can you send a test message?,ham
How are you doing. How's the queen. Are you going for the royal wedding,ham
Your brother is a genius,ham
Give me a sec to think think about it,ham
"How about clothes, jewelry, and trips?",ham
Its ok my arm is feeling weak cuz i got a shot so we can go another time,ham
Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,ham
You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,spam
I'm really sorry I lit your hair on fire,ham
What's your room number again? Wanna make sure I'm knocking on the right door,ham
Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,ham
"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",ham
No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,ham
No..few hours before.went to hair cut .,ham
Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,ham
Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,ham
This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,ham
So u workin overtime nigpun?,ham
Prakesh is there know.,ham
Can. Dunno wat to get 4 her...,ham
So that means you still think of teju,ham
Great! I have to run now so ttyl!,ham
In e msg jus now. U said thanks for gift.,ham
I'm not sure if its still available though,ham
I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,ham
I dunno until when... Lets go learn pilates...,ham
You are right. Meanwhile how's project twins comin up,ham
Hi.what you think about match?,ham
"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?",ham
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,spam
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",spam
Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,spam
We are okay. Going to sleep now. Later,ham
I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,ham
I will come to ur home now,ham
In sch but neva mind u eat 1st lor..,ham
Otherwise had part time job na-tuition..,ham
Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,ham
Ard 530 lor. I ok then message ü lor.,ham
Haha... They cant what... At the most tmr forfeit... haha so how?,ham
Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,ham
"I'm not sure, I was just checking out what was happening around the area",ham
"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",ham
"It's that time of the week again, ryan",ham
Come by our room at some point so we can iron out the plan for this weekend,ham
I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,ham
alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,ham
Aaooooright are you at work?,ham
Wake me up at  &lt;#&gt;  am morning:),ham
It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,ham
I called and said all to him:)then he have to choose this future.,ham
Probably gonna swing by in a wee bit,ham
"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",ham
Hahaha..use your brain dear,ham
Meeting u is my work. . . Tel me when shall i do my work tomorrow,ham
Have you not finished work yet or something?,ham
Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,spam
Wot is u up 2 then bitch?,ham
He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,ham
Me too! Have a lovely night xxx,ham
But you were together so you should be thinkin about him,ham
I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,ham
"&lt;#&gt; , that's all? Guess that's easy enough",ham
"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",spam
So how's the weather over there?,ham
Good words.... But words may leave u in dismay many times.,ham
Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,ham
"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)",ham
"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",ham
Watching tv lor...,ham
Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,ham
There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,ham
Should i send you naughty pix? :),ham
I can send you a pic if you like :),ham
"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",ham
Then ü come n pick me at 530 ar?,ham
Hi dis is yijue i would be happy to work wif ü all for gek1510...,ham
Realy sorry-i don't recognise this number and am now confused :) who r u please?!,ham
Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,spam
So wat's da decision?,ham
K tell me anything about you.,ham
"Yeah I should be able to, I'll text you when I'm ready to meet up",ham
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",ham
Already one guy loving you:-.,ham
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,spam
Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,ham
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,spam
S:-)kallis wont play in first two odi:-),ham
Ok. There may be a free gym about.,ham
it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt;,ham
"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m...",ham
Thanx a lot 4 ur help!,ham
What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,ham
How much did ur hdd casing cost.,ham
Is there any training tomorrow?,ham
Well i will watch shrek in 3D!!B),ham
Watching tv lor. Nice one then i like lor.,ham
Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,spam
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,ham
Great. P diddy is my neighbor and comes for toothpaste every morning,ham
"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",ham
Beerage?,ham
All day working day:)except saturday and sunday..,ham
"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",spam
Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ham
"Sorry, I can't help you on this.",ham
"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",ham
Going to take your babe out ?,ham
Guessin you ain't gonna be here before 9?,ham
"No, I decided that only people who care about stuff vote and caring about stuff is for losers",ham
What time should I tell my friend to be around?,ham
Hello! Good week? Fancy a drink or something later?,ham
Yes :)it completely in out of form:)clark also utter waste.,ham
"I am in tirupur da, once you started from office call me.",ham
Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,ham
I'm still pretty weak today .. Bad day ?,ham
Which channel:-):-):):-).,ham
Ok lor thanx... Ü in school?,ham
"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",ham
I have many dependents,ham
You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,ham
Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,spam
Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,ham
"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",ham
You sure your neighbors didnt pick it up,ham
happened here while you were adventuring,ham
WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!,ham
Dont know supports ass and srt i thnk. I think ps3 can play through usb too,ham
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",ham
HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,ham
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",spam
Ok...,ham
Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,ham
Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,ham
Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,ham
Tell dear what happen to you. Why you talking to me like an alian,ham
Good evening! this is roger. How are you?,ham
Okie.. Thanx..,ham
GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,spam
I liked the new mobile,ham
Erutupalam thandiyachu,ham
Jason says it's cool if we pick some up from his place in like an hour,ham
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,spam
Yup i'm elaborating on the safety aspects and some other issues..,ham
Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,ham
"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",ham
Yes just finished watching days of our lives. I love it.,ham
U studying in sch or going home? Anyway i'll b going 2 sch later.,ham
An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),ham
&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,ham
Dear where you will be when i reach there,ham
"Hi this is yijue, can i meet u at 11 tmr?",ham
"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",ham
Only saturday and sunday holiday so its very difficult:),ham
Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,ham
"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",spam
Oh ok wait 4 me there... My lect havent finish,ham
No problem. How are you doing?,ham
Are you available for soiree on June 3rd?,ham
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",spam
A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,ham
Ok... I din get ur msg...,ham
Mathews or tait or edwards or anderson,ham
I tagged MY friends that you seemed to count as YOUR friends.,ham
Got it..mail panren paru..,ham
"I know where the  &lt;#&gt;  is, I'll be there around 5",ham
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",spam
Watching tv now. I got new job :),ham
You have 1 new voicemail. Please call 08719181503,spam
This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again!,ham
Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,ham
No probs hon! How u doinat the mo?,ham
Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time,ham
"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",ham
I had it already..sabarish asked me to go..,ham
Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,spam
"I'm a guy, browsin is compulsory",ham
All will come alive.better correct any good looking figure there itself..,ham
"I'd say that's a good sign but, well, you know my track record at reading women",ham
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,spam
"Hey babe, my friend had to cancel, still up for a visit ?",ham
Hope you are having a good week. Just checking in,ham
"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",ham
Ok.ok ok..then..whats ur todays plan,ham
Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,ham
Call me when you get the chance plz &lt;3,ham
"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure",ham
That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,ham
"I didnt get ur full msg..sometext is missing, send it again",ham
Honey boo I'm missing u.,ham
Where r e meeting tmr?,ham
Happy New Year Princess!,ham
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",ham
Shall i ask one thing if you dont mistake me.,ham
Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,spam
I was slept that time.you there?,ham
We still on for tonight?,ham
